star,comments,labels
5,"The product is good in this budget ,battery life is very good",0
5,picture quality is not as great but acc to price it justify . processor is very fast take heavy load easily nd sill feel snappy . bttry like is very long lasting .. any one can buy it without any question... it worth the price,0
4,Product is good.. slightly a bit heavy than 7x... Camera is not bad..affordable price.. Have to improve camera other wise it is an excellent smart phone,1
5,Best mobileValue for moneyGood camera good battery lifeLook like a premium mobileThank you Huawei honor,1
5,It's my 4th Honor Mob. Everything of this brand is excellent,0
5,I am stock android lover so thinking too much before orderingthis but now I can say emui is very good experience for me. Phone is excellent go for it,0
5,One of the best In this price. Nothing to complain display sound connectivity and camera all are up to mark. Go for it it's a beast,1
5,"This is the first I ever had experience with this honor 8x phone and it didn't disappoint me, I'm very happy with that I don't have any higher expectations but this price this is the perfect choice for me.",0
5,"Simply “Awestruck"" with the over all performance, built quality & design. Hats of to the people behind the scenes who made it production ready.",0
5,This is the best phone you will find in this price range. I know that the company may have been banned but still its way better than many other phones in this price range. And I hope I don't get arrested for using this phone.,1
4,"Best thing of this mobile is it's look.... It's looking really awesome...  Good from processor.... Excellent from battery life... Gd camera quality, but its need a stabiliser.... But at last in this budget best device ever...",1
4,"I have been using this  phone since 4 months, the phone is really good, has best design in this segment and also the processor and camera is also, just the face recognition doesn't work in dark.",1
4,Charger becomes to hot during charge. During slow motion video mode object showing blurred. Front and back camera are average not as per given specification Over all performance is good. Amazon delivers mobile phone in within 24hrs,0
5,I am using honor phone since 2 years and i have full faith over this brand.Honor 8x my newbie and its amazingly superb.Royal look in blue,0
5,"Good built quality awesome performance, nice display and better than realme 2 pro(bcoz of colour os in realme)",1
5,"Its good phone, I am Big fan of Honor, I love This Phone10/10 design10/10 camera10/10 battery10/10 performanceIf it comes with earphone and little long usb cable than customer will be more happy",0
5,Awesome performance. Good standby longlife battery. Charged easily in 1 hr and 15 minutes to reach 100% from 30%. Camera images are perfect. Very stylish look. No lag during PUBG play. Worth for 16k. Now it's reduced to 15k.,0
4,Bettery life is just osm..Picture quality is good but redme note 5 pro is betterSound quality averageBut overall a premium phone with best displayU can go with it if camra doesn't matter so much,1
5,"Amazing phone no camera problem, great picture quality able to use all the third party apps properly. Till date very to use it.",0
4,"It hangs frequently. Mostly while opening gallery or you wish to take a pic and open and see the pic you just took, it hangs like hell. If you are a calm and slow person, it's fine. Otherwise it's crazy.",0
5,"Good phone at this price, camera takes good pictures, display is lovely, over all it is a best product from honour, I am using this for 3 days and it's working superb, you should by this product it is better then redmi note 5 pro",1
4,It's more than I expected.... I hope Honor would work on Fast Charging and IR mode.... Overall Honor is beyond limits.... No doubt...,0
5,Awesome product. Everything in mobile is superb. 100% worth purchase.,0
5,Good in all aspects. Can improve with two flash lights....,0
5,"Amazing phone reviewing after almost 1 month so I think I can tell you about it everything is good camera, performance, battery and especially the screen in this price.Don't think twice go for it.",0
5,At first I was pretty skeptical about this phone... I sort through every option available in 15000 rupees category. I was pretty satisfied with this product. I definitely recommend this phone.,0
5,"If your budget is 12k to 15k, without a doubt just go for this phone.",0
4,Camara built 7/10Phone performance 8/10Battery 6/10Images quality 7/10Front camara 6/10Phone built 8/10Charging 5/10Overall 7/10 performance,0
5,Awesome phone at this price range. Much better than Mi A2. Premium build design and quality. Awesome battery life. Stunning Display. Only speaker not that good when listening music. Only one issue. I ordered blue but got black.,1
5,The phone is worth more than it costs.. The features that u would find in a 20k phone are almost all available! Truely satisfied!!!,0
4,"I found camera quality average, no electronic stabilisation, and sound very low in my Sony on the ear headphones..Hope that company will resolve the cons by a software updateOtherwise it is a good device",0
5,"Picture quality is Excellent, sound quality is Excellent, battery life is Average( battery long last 1day for heavy usage like gaming and 2-3 days for normal usage like phone calls, WhatsApp, Facebook and other activities",0
5,This product is unbelievable. I'm really surprised with its performance and cool look.I recommend it over Realme 2 pro.,1
5,Best product in this range. Looks of the phone is amazing.Very good camera. Games runs smooth without lag.Masterpiece by Honor.Phone is such a beastYou should definitely go for it.,1
4,"1st of all I brought it at an effective price @ rs12500/- under diwali offer at this price this is best one.I like most-DESIGN, SOUND & BATTERYCAMERA quality is not upto. Mark but @ this price it is good one",1
5,"I got the product today , 6.5 inch screen with slim design and battery back up  I Love it , thanks Honor ,  I am waiting for next 9.1 updating  guys go for it , amazing product for this price at this moment .",0
5,"Battery, sound and screen size are perfect. Camera quality is OK, very grainy images especially in night.Overall the features at this price, it's a must buy.",0
5,"Super product. I first purchased redmi note5 pro but it was getting  very hot i feared it will burst. I returned it back and purchased honour 8x was now it about 2 weeks. Pretty impressed by looks, display, features etc.",0
5,Picture quality is great and battery life is also great but sound is not so loud but bestAlso the camera with AI effect is very great.Game play is also nice.The back glass is great in look and like a mirror.,1
5,Performance is super smooth.Looks are hyper hot.AI camera is lit AF.What else do you need under 15k segment.Is'nt that enough?Honor 8x is really beyond limits.,0
5,"Everything is fine except the battery life.Pro- Screen quality, premium look, processor, a fabulous camera.Cons- Battery backup.",0
5,"Camera quality excellentBatary life very good display also designed double also good budget flagship smartphone, when I play pubg sometimes lag or reverse the game bt all is well",0
5,It is a superb phoneIts camera is the highligted feature about this phone vefio is nit that much great but good .its prefect phone for playing games nice sound quality.packaging and delivery by flipkart very fast and exellent,0
5,Best product in this budget i hvae to use this mobile last 2 months and now i take a decision this phone is superb long batterie life good sound quality and great camera so  i can sugges u to guies this phone is best in this price.,1
5,"Design like premium phone, Camera is awsm, battry life good, but sound is average, but overall all a good phone in this price segment",0
5,I like the big screen of it. Battery is also very good. All over love this phone.,0
5,Best phone in this price range. Far better than redmi note 7 pro and real me 3 in quality construction and performance,1
4,Well..I am satisfied with the phone for the money I have spent. I was surprised to see it was MADE IN INDIA... Awesome design in this price range..Good job HONOR!!!,0
4,I am happy with its look and design and a good product but its ui is not very friendly as earlier i was using miui which is far better compare with this ui except all are good and look and design is far better then xiomi,1
5,"Great screen n picture quality. Sound is good too. I found it better than Realme phones. Trust me... i used them both. And the cutest feature is when you speak to your phone “dear Honor, where are you?” It says Im here.",1
5,Good quality pics sound is good in earphone battery life ok,0
5,Picture quality is good. Satisfied with product. Sufficient battery life. Using since 2 month. Battery last for 18 hours..,0
5,"Very nice product , battery life is average, but camera quality superb AI mode is very cool. I like product well.",0
5,"Picture quality is not so good, that i thought before buying this. Overall best smartphone in this price segment, Value for money.",1
4,Mobile is good but Charger is not working. How and where can i complaint for that ? Is it still in warranty period?,0
5,Honor 8X is superb phone in this price range.,0
5,"This is complete phone in all specifications.Look is awesome, batery liferl is very good, picture quality also very nice.Finally Amezon is also very good for their services. Amezon also deserve 5 star out of 5",0
4,Likes..1. Elegant display2. Cool processor3. Good quality display and battery lifeDislikes...1. Speaker and headphone volumes are very very less and difficult to hear the phone ring or music.,0
5,"you will get a high-end device experience, recommend to the all mid-range seekers.",0
4,Recevd the mobile today and its a really value for money phone..go for it...it would be nice if they have added headphone in the package,0
4,Picture quality is decent..so camera is averageSound quality is decentPrice is goodScreen looks very nicePerformance is very good n fastDoesn't heat upOverall a must buy phone,0
4,"If you get this phone in 12k range then it is very good phone I use this phone about 1 month every thing is going very nice.Picture quality is very good , In my opinion about 12k range it's best phone.",1
4,totally satisified with design & performance and battery backup . Supercool phone thumbs up to HONOR !!!,0
4,I'm not the end user however enduser enjoying the build quality.,0
5,Just superb. Every thing great. Toooooo. Good.. Mostly camera 📸 my first online mobile,0
5,Selfies problem....I don't why my phone only selfies catching not good,0
4,"Picture quality awesome, slow - mo is not to good..sound quality is good.. battery is awesome..",0
4,Awesome phone I bought it in the last 6 months and no problem causes and amazon's delivery was correct in time and product is exactly as the same in the image.,0
5,Wooooo! Nice product camera quality is excellent performance best PUBG mobile running very smooth no lag I love it,1
5,"It's feels so premium, but watch out for the size I have like above avg hand size so it's alright but it's not for people with small hands,overall good performance I ordered the 6gb variant",0
5,Only negative part is packaging is not goodBuild quality 👍Display 👍Camera 👍Battery life 🤙,0
5,"Value for money, camera is awesome, smooth processer battery life is very impressive, touch powerful and face & fingerprint fast unlock. Excellent quality by Huawei",0
5,Surprised with honor phones.. They are better than xiaomi phones... It's my first honor cell... And it has very nice texture... Sturdy... Best call reception... Overall impressed,1
5,Honor has nailed it this time; the honor 8X is an enviable piece of art to hold and behold. The performance is seamless and Kirin 710 is truly something worthy enough to fall in love with.,0
5,"Awesome phone with top notch performance, better battery life, superb screen quality and average camera...",0
5,"Nice device ever better battery life, Smooth gaming, Terible camera,  lacking EIS, 4k recording. Speakers are little bit lower but nice sound clarity HONOR smart features and SEXY look with fully metal body",0
5,It's an awesome product. I am. In love with it. A best phone from Huawei. Camera battery build quality everything in this phone is awesome. No hanging problems no heating even when playing games. It'sreally a value for money device.,1
5,Nice mobile fr photo lovers... Worth to buy....,0
5,"What i expected, Premium budget phone",0
5,The phone is awesome.The latest update in this phone is ride mode which is the best for the bike riders. Don't think too much just go for it coz in this range feature updates n everything abt mobile is mind blowing.,1
5,Honor 8x screen is super and sabkuch badya he. Muje to bahut badya laga phone. No leg or nothing any other. I love this phone.,0
5,Great value for money. Nice screen and performance. Deliverey personal was quite professional in his job.,0
5,Value for money... All features are good...screen quality is good nearly equal to amoled screen,0
5,Good video quality. Camera works good in night mode as compare to other modes. Video recording is not good as mentioned And also gives shaky video as it doesn't have image stabiliser. Over all performance is better.,0
5,Design and all aspects are very good,0
4,"Sound quality is low, and battery life is less. In some apps works slow",0
5,Nice phone it has best picture quality max1080p and the speaker is also loud and clear,1
5,Nothing to say about the phone perfect device ... close your eyes and grab it.. only onething some times camera becme little bit saturated.. this is not a big con.. otherwise this the phone u need..,0
5,One of the best smartphone I have used till now ..You have to compromise with camera sometime .but Smooth performance and premium look  Never Disappoint you. ..,1
5,satisfied. but camera could be better. very attractive looking.,0
5,"Best phone in the price range,It's a good deal.Screen is awesome,Battery is long lasting,Sound is decent.Great processor,Camera could be better with future updates",1
5,I used it for 1 and half day by full charge,0
5,Good,0
4,Good mobile . It can be perfect if ot has 4000 mah battery .,0
4,"every thing in this phone is good , but some time camera photographer was over saturated in colour boost manner...but realme 2 pro. is nothing in tha front of HONOR 8X ...VRY VRY NICE PRODUCT....BUY IT NOW....",1
4,"First lets talk about sound. Its average, battery life is amazing, and picture quality is good. If i would have to conclude then best phone under 15000. Atleast better than Samsung, it has all sensors. 😂😂😂",1
5,Everything is as per need before seeing reviews I was delaying to buy but I my self thought let me try once to buy this product without thinking about other review I found everything best it's under my budget,1
4,Bought this after a long comparison with realme 2 Pro... I preferred for its battery & eye protection feature... Camera performance was OK... Battery life is good...,1
4,Good,0
5,Not working on direct video callSoftware required,0
5,"Hi friends, I am using this phone last 2 weeks, phone working very good, display quality super, camera performance is owesome, battery life super, phone look like a premium phone.",0
4,There is a scope of improvement in sound quality and picture quality.,0
5,Topclass product in budget.,0
4,Excellent performanceGorgeous lookingToo more extra featuresI satisfied to purchase it,0
5,It's a good mobile with nice performance for the price. The AI camera sure takes good quality pictures. The only thing I don't like is the interface.,0
5,"Good mobile for everyone. Split screen and camera is the unique feature in this range, Nice display with good sound",0
5,"Product looks great with back side  shiny finishing.Camera is good .Battery life is too good,just slow charging.smooth touch experience .Sound quality is good.can use many apps without burden of hang .",0
5,Don't listen to Those Idiots Saying Bad About Its Audio Quality. Speaker is amazing and For Headphones use bluetooth headphones or samsung original earphone of 499 to get 20% volume best.Phone is Just Amazing 😍😍,1
5,"Under 15000 category honar 8x is fantastic handset every thing is fabulous AI  camera quality is awesome and battery  life is approx 1 and half day  which is really good, fingerprint sensor, facelock is very quick",0
5,phone is very powerful and has a gloosy finishing. loved it,0
5,"The phone is great! No issues whatsoever. I especially like the big, full view display.",0
5,Very good performance of thi new model.. But one think to remind that in this budget the company may add more sensors.,0
5,"im like  exelente Ai camera s pictures,Good sound quality,one day full battery,full screen display,compitable size,extra extra",0
5,1. Battery backup sud be increasing (>4000mAh)2. Sound & camera quality moderately good...sud be improved.overall Honor 8X performance is very good compared to INR. 10-15K segment.,1
4,Cons. Audio out given in same side as usb & alle out provided. Back light cannot make to least that could make my comfort. Unable to find matching transparent cover for this.,0
5,"Awesome experience with the phone in last 3 months, Battery backup 5 star, screen and built 5 starCamera 4 starSensor, touchscreen, fingerprint sensor  5 star !!",0
4,Overall this product is gud but the  prob in this phone is this phone doesn't have direct videocalling option. For video call u must have to use third party app. I m happy with this phone but not fully satisfied.,0
4,"Amazon powerful and beautiful fone battery life ok, picture quality super,camera is just ok but camera New updates",0
5,"Overall good phone. Video is very  bad, it can be rectified by updates. It takes time to open app settings  in settings. But normally All apps works fast. Nice look.",0
5,8x has lot improved in camera quality however it gives bit of more blue tint to images. But over all its powerful and best among the category... No need to think twice...Love Honor 8x...,1
5,Over all phone is good..but selfi camera disapointed me..other wise phone and speed awsome,0
5,The phone looks great. Size is comparatively bigger. But it's OK.,0
5,My friend ordered this mobile using my account and the performance was damn good so I ordered 1 more for another friend 😊,0
4,"Overall a good product. Picture quality is good, design is also awesome and runs very fast with an excellent battery life.",0
5,This is great product with truely value for money.. and the processor is extremly brilliant...and the camera quality is very good and very long battery life..truely one of the best phone in this range.,1
5,"I like this phone to much. But some functions have not given as for 4k video recording, camera are not so good or not so bad, sound quality is good but not loudly sound.these are effect of this phone.",0
5,Mobile is worth of money i spent  but i like red which is out of stock. Picture quality is good and battery life is awesome in normal usage. But sound quality lill bit low  but overall perfect and gorgeous mobile.,0
5,This is the best smartphoneKoi fayda nae zyada paise lagane kaYeh best hai bhailogI love you AmazonMaine darte huye order Kiya tha but its best phone ever I have used,1
4,This phone has a ton of features that would not be expected at its price. The screen is very responsive and for security there is finger print recognitionCamera clarity is average battery backup is good .,0
4,"Everything is good , I feel happy to use this mobile , very smooth operating ,and nothing bad in this product delivered very safely , condition was very nice when it delivered, and PUBG game plays very smoothly",0
4,It is an osm phoneIt has really good features and am just in love with thisNow using from 5 months not a single problem yetAmazing phone,0
4,Good Mobil but battery life is low camera very low quality,0
4,"Camera is not natural,sound quality is avarage,battery is good.Overall honor 8x is good looking good build quality stylish mobile.But it will be better if honor(huawei) mobile starts to ""stock android""...",0
5,"Photography awesome, you should know how to click. Speed is also best. Over all value for money.",1
5,it's a awesome phone at such price very happy with the phone and features,0
4,I am from iPhone 6s. I am. Very happy for the battery back up and the display is beautiful.,0
4,Yeahh i accept the phone is good but it has many bugs and takes too time to load a high graphics game and scrollshot doesn't work properly too...Apart from phone the quality of back cover is not good,0
5,Honor 8x is absolutely very good product in this price range. The onliest problem that I found with 8x is it's battery life. This phone have 6.5 inch screen but having only 3750mah battery.,0
5,I have bought this phone and this is best phone at this price and all features are good. Top phone,1
5,Ordered it got on time delivery awesome mobile in its price camera is best as compared to mi note 6 Pro sound quality is best battery is also good I will recommend to go for this phone,1
5,Great product. Absolute value for money.,0
5,"Budget segment phone.. With 6gb ram and notch... Wid superb display quality, amazing batry, gud camera(cud hav been btr) frnt camera is amazing..... Gud for daily use as well for gaming.....",0
4,Some people say camera is not good but that's not true this pic proves it!,0
5,Very nice phone. All features well. Camera color saturation is little problem.But overall nice phone.,0
5,Just go for it. I bought 6GB 64GB variant. Just superb one to use. Excellent Fullscreen display. Best Camera. No second thought just buy it. You ll love this phone.,1
5,Perfect camera phone with unlimited features,0
4,"Honor 8X is really an awesome product. Except the camera, Camera is also good enough but images look little artificial... Display, Battery life, Sound quality, and its design is great... Happy with Honor 8X",0
4,This is indeed one of the best budget smartphones .However the cameras are not that great.Screen is bright and crisp.Battery life is surprisingly good.EMUI is a little buggy.,1
5,Nice phone..excellent picture quality.. no software issues..Phone is having 6gb ram but lags at times..,0
5,Perfect in each n every segment. Just go  for it.,0
4,Well at this price point with such a display as well as a good processor and good camera it's a little less than a great deal but still it's amazing Well might be a killer. thank uuu honor for this deal...,0
5,Excellent performanceSuperb look (back side)I bought a Huawei honor 8x phoneProcessor kirin 710 excellent performanceScreen quality v.nyc colour brightUpdated 9.0 pie Available.,0
4,Front camera not satisfactory but phone is very good and big screen,0
5,Screen & battery backup is good but speaker quality is average good...Overall awsm phone in this price range ...,0
5,Picture quality above averageSound quality averageBattery life good,0
5,"Perfect device for me comes with a giant screen, battery life, and a stunning look.",0
5,I love camera the most😍Battry backup is really good.. 👌The design nd the build quality is awesome😍,0
5,"It is an awesome phone at this price, awesome features, clarity of sound and pictures.",0
4,Good product generally satisfactory camera is good battery lasts for whole day display is also good I will definitely recommend it for my friends buy it without any hesitation,0
5,"great display with stunning images, good battery life which lasts 1.5 day for single charge. Great UI with notch. recommending this phone to everyone who can get best deal in amazon for 10k with exchange.",1
5,"Excellent service overall phone, good battery backup service for regular use, looks so premium, quite great picturesCons: no gorilla glass, audio jack output not greatAnd no c type of charger",0
5,Best phone at this priceExcellentNo words,1
5,Superb  camera is awesome superb performance nice battery backup overall good handset for 15kAnd the built quality is the most attractive part of the  handset super huge display i just love it,0
4,"The product delivered on time.Nice looksSleek, HandyFront camera is good but I didn't like the back one. Too much contrast . not showing the original color.So not satisfied with the camera .",0
5,"finally this phone has no camparision to other phone of this price range . but front camera is worst , worst, worst.no clearity , no range .except front camera phone is premium class. A1 quality .",0
5,"Excellent display, camera and battery life. Honor 8x is at par with other premium phones available in market",0
5,"Excellent phone at this price.Performance is better then vivo,realme,xiomi.I play pubg continue 3-4 hr no hitting problem. So you bay this phone.",1
5,"Back camera awesome , front camera average for real picture ok but for those who like beautiful+ i think brought another phone ..like realme......or mi.",1
5,"One of the best phone in this price.Love it, great battery life,great performance and excellent quality, value for money product.",1
5,"Worth for money, Camera outstanding quality. Battery chargering time is less but the chargering is fast. Hanging at times but No problem.. On the whole good phone for an affordable price.",0
5,"Best device in 15k range.I am using it.It's performance is best than other phones in this range. Excellent camera, sound, processor, graphic and build in quality.Thanks to honor and amazon.",1
5,Good phone best in the price offered using it since 3mnths now pretty happy with it,1
5,Awesome picture quality as well as sound quality along with good processor speed. But gorilla glass should be there for the screen protection. Good display with Hd video recording feature.,0
5,"Amazing picture quality, sound quality and battery life is good",0
4,"Need 4000 mph battery life, and game lag when its battery in below 15 %",0
4,"Awesome phone in this price range... but both front and back Camera need to be improve ,hope to be done with software update and fast charging is missing....Rest all features are excellent",0
5,Very poor delivery service in outside areas even with prime membership. But Mobile is excellent no doubt.Camera quality OK not bad.sound quality good. Picture quality superb.,0
5,"Day light picture is good, honor 8x better than redmi note 5 Pro, go for it",1
5,"Excellent Product, must buy. Value for money",0
5,"I bought this phone in amazon with 4gb ram... This honor 8x is awesome with this price compared to other mobiles.. Camera quality, sound and the screen is superb.. Sure, this phone is really Vera level..",1
5,Great product... good picture guality n battery life.. in its segment.. very power full speaker for playing music.. but low through wired headsets.. But overall great proformance n full value of money..,0
5,Supperb phone ...but sound quality slight hazzy with louder sound....and need to improve lot with camera UI....,0
4,Superb picture quality n sound osm. Battery backup upto 2 days I really like the product......... Love this honor 8x,0
5,"In 1 word it is ""SUPERB""Looks, battery, gaming performance is superb...And the looks is awsome...",0
4,Honor 8x is the coolest phn of Honor....but The mobile back cover which I got with mobile is defective and not fitted to the phone ..so I want to replace only the mobile back cover as soon as possible!!,0
5,sound quality not so loud. All the bad reviews about battery life photos heating prblm are fake. Now in feb after 3month of use I am fully satisfied with honor. And this mobile will get pie update may be in the mid march.,0
5,Best in 15k,1
4,Everything of this smartphone is good except Battery and camera should be needed to improve.,0
5,"It's a super fast, super design ended, super camara phone, don't choose any other mobiles, its an extra ordinary mobile this price😍😍😍😍",0
5,Superb and stylish.. fon. Battery ka koi issue nahi he .No heating problem. Quick charge. Long time running battery. Big screen. Quick unlock with face. Camera quality very good both rare aur front.,0
4,Its a average phn with average picture quality. App lock is not good. App lock exists only for the first time you open an app after that you won't require to put passwords which feels lack of security.,0
5,Best. Just loving it.Only sometime network crack down when using mobile data.,1
4,The build quality is great. Feels like a premium mobile. Audio quality is not so good. Honor 6X has better sound quality when compared to 8X.Hope we might get Android updates.,1
4,As you have mentioned that the headphones will be included in the box but i have not  received the headphones,0
5,Honor 8x met my expectation and good battery performance..very stylish and awesome experience..,0
5,Amazing,0
5,"Picture quality is awesome at this price, and with AI camera it enhances the color. No doubt it's a good one to go with. And even after playing a lot of games it doesn't lags.",0
5,For the price Honor 8X is a great phone. Definitely eye catching. The blue color and texture really stands out. Camera quality is good and so is the overall experience. Totally recommend it.,0
5,Good,0
5,I like the phone overall. The pictures however are sometimes too saturated. Otherwise a good phone.,0
5,Battery life is so good. It charge very fast. Battery last very long.Camera is also good. But you need to be good to capture the picture. It's provide wide range of option while capturing photo.,0
4,I like the fact that they are giving slmost 92 % screen to body ratio in just 15 k. In the beginning I can play pubg smoothly in HD graphics and high frame rate but I was not able to do so afterwards.,0
5,Build quality is very attractive. Bettry breakups is Note a good in PUBG game otherwise a good better quality... Pictures quality is very pretty and night mode is very attractive photography,0
5,In the series of honour mobile phone .  This honor 8X is the bestest Mobile phone. Its fingerprint sensor and face recognisation is also best.  May you have to buy it..,1
5,I'm fully satisfied in this mobile. So I advised to recommend to all of you. Good battery life. Two days battery life. Good sound. Everything is perfect.,0
5,"It's a perfect blend of power, performance and elegance.. It justifies every single penny you spend on it..",0
5,It's just awesome and great value for money.,0
5,"Everything is paisa vasul u will get what u pay for don't expect to much, works fantastic with smooth optimisations battery is good front camera is #1 (in my opinion) great os features and ai features",0
5,its a stylish phone... but front camera need some improvement.,0
5,Camera.. Photos are very good. But videos  are not that good. Needs improvement,0
5,After using 5 days m writing this..If u are a pro selfie camera user then this phone is not for u but other than this. THIS IS A BEAST IN ONE MACHINE.. thanq amazon and Honour..,0
5,"Overall, its a great device considering the price. Ram management is great, battery life is great, camera is decent and expected from a mid range device. Its a good piece of hardware.",0
5,Nice mobile and big display,0
5,I really dont know abt performance of othe brands at this price.....but honor 8x will not disappoint you....it has a great picture quality....and a good battery life.....i'm satisfied,0
5,Very cool mobile.im happy with this. Bery nice look cool camara pics nd good battery.. Im amazed that by using whole day battry is 50% in the evening.. Must buy.. But 6 gb ram must be ffor big apps like pub g,0
5,"This device is really good... I have been using this for the last one week and it has a great camera, the screen is amazing, network call quality is fantastic, good battery and a really good looking phone",0
5,"The phone is worth burying, the size couod have been small rest the quality of the phone is wonderful",0
5,"Guys.. U'l surely not be disaapointed what all u get in this price.. May it be display, processor, battery, camera, sound all are upto the mark.. Superb i would say..Honot has realy done a good job.",0
4,Superb phone at 15 k price range. Both camera quality outstanding wit AI features.Battery life too good.Charges really fast. Like wise stunning. Display and UI too good a must buy phone and value for money,0
5,Very good phone compare to others. Battery life is awesome.. Camera also good... Display Resolution is high compared to other phones... Updates will come with new features..,1
5,It's really a good phone under 15000rs price segment.Picture taken from phone under low light struggle but thanks to night mode.Only cons is no stabilization (hopeful it come in future),0
4,"Everything is fine except the front camera, It should improve.Performance , battery pack up, all other features are nice.Screen and Display are Decent.",0
5,Crisp display Good Camera Better performance Good Battery Life Stunning looks,0
5,Honer 8x mobil phone is verry good for users and this mobile has no hang problemI love this mobile,0
5,"Great purchase. Go for it. Personally i like the black version because of its classy look. But, perhaps type c charging could have been provided at this range. Rest, its simply awesome. 💝💝😊😊😊",0
4,"All features and qualities are good, except rear camera photos. Front camera is better than rear camera. I am not satisfied this picture quality as per comparison to Samsung pic quality.",1
5,What a amazing phone and better than redmi note 6 pro ....Camera good  and one day battery backup  and Royal premium look phone ..must buy...,1
5,Picture quality & battery life is a very good but sound quality good but not very good according to me. Still I try to understand total function of the mobile. I am happy with the model till now.,0
4,Games like pubg runs smoothly in medium graphics and the phone has no heating issues as such...,0
5,"Camera, OS, Battery, RAM, AI are just perform more than good.Speaker is satisfying.Body is beautiful.Overall : Beast With Beauty at this price league! Fantastic 8x!!!!",0
5,"Simply it's a well finished phone at a reasonable price with good battery camera and ram, internal storage.. My suggestion is blue color is the kind of honor 8x version simply it's awesome",0
4,Phone is an excellent phone.. Just some improvement in camera quality is needed that can be done through an update. Rest all are super fine... Big fan of honor handsets.,0
5,Camera quality for both pictures n videos is very bad,0
4,Very good phone at its priceValue for money go for it ..u need to compromise with sound quality not much loud and front camera is average,0
5,"This product is such a beauty, completely made from metal & glass. If you are looking for such a beautiful phone with beast performance than go for it.",0
4,Picture quality is a not good but not very bed.Sound quality is a great.Battery life is very good.,0
5,Awesome one . Its my second honor phone in one year. Its just awesome,0
5,Phone is just awesome . Great full to have this phone . Camera quality is just awesome. Even not hang single time untill now.,0
5,Its a great phone by honor.You will love it.Battry life is damm good.Display is just amazing.And looks and builtquality is very good,0
5,"A very good phone. Wonderful display quality, phone is really stylish, camera quality is nice, speed of the processor is as good as any other phone in the same price. The ringtone volume is medium.",0
5,This phone actually justice with expectation in this criteria and in this range. I am very happy and feel privilage by using it. Thank You Amazon. Thank You Honor.,0
5,"It's a great product in this price, it's awesome build quality and nice user interface, I love it.",0
5,"Good budget phone. Don't read too much review it will confuse you, I also got confused whether to purchase it or not. But at last I bought it and now no regrets..",0
5,Amazing Phone with an excellent look. But Bluetooth doesn't connect with every headset,0
5,Best phone ever purchased. Don't take it personally but MI and other cheap brands doesn't stand a chance against honor.,1
5,Sound Quality is awesome and material is quiet good,0
5,This phone is awesome.... The camera is great... It's performance is fabulous. It's doesnt have fast charging.... But apart from its cons it's pros are more... It's a great phone... Go for it,0
5,Everyone loved it when I opened it.... Good looking mobilr,0
5,Excellent screen and built quality. Lowlight photos are good but colours are oversaturated. Should fix this with software update. Good sound quality but not the loudest. Also good battery life.,0
5,"It's most beautiful phone in this price segment, processor is good I found no lag whatsoever, picture quality is amazing,sound is very sharp,and battery is long lasting,i will recommend to buy it",0
5,In this price segment outstanding product.,0
4,"We used a tempered glass on the already placed screen guard so picture is not upto mark. Very big display, awesome phone. Best for the price. Nice camera as well.",1
5,The Camera of this phone is very very very good. I like front camera of this phone. Selfy became very clear. I was not used this type of phone ever. When I used Honor 8x then I'm feel very cool.,0
5,Good phone. Super fast. Good camera... Honor lover...,0
5,"Value for money, superb display, great camera, awesome battery life.Such a great device by Honor, love its camera, diaplay, battery life. I am impressed with it and love it.",0
5,Giant Display with minimal Bezels!! Battery at its best.. Camera Quality.. Reasonable Price..,1
4,Picture quality is good in good lighting conditions and poor low light performance. Sound quality is good and crisp. Battery life is not great. But it's okay. Price is bit high with this specs.,0
5,perfect delivery ... working fine,0
4,Better to purchase note 7 pro,1
5,Buy if you concerned about design amd notch otherwise more better options are available at this price range,0
5,Its a nice phone under rs 15000... The only thing i dislike about this phone that this phone does not have good selfie.... Otherwise it is worth buying....,0
5,DESIGN IS LOOKING MUCH SUPERB,0
5,Little bit problem in 🔊 and size and other thing is perfect.  Excellent phone in this price range.,0
4,Accha phone value for money I would say,0
5,ONE OF THE BEST PHONES FROM  HUAWEI,1
4,Decent phone in this price segment I have purchased 4/64 GB variant but it have screen bleeding issues also network lag,0
5,If you wanna buy a mobile phone for clicking pictures... Then go for it.Picture quality is amazing!!! :),0
5,"Camera ,screen ,apps management ,interface are good",0
4,Pictures are too much of blueish. If we see in other display it looks natural.Other than that everything is good at this price point. Sound could have been better.,0
5,Liked every bit of it.. Nice battery life with smooth screen touch. Being one plus customer I was expecting at least some of the activity from locked screen.. Overall great phone..,0
5,2 days review phone is awesone.. Battry is good back camera is very good bit front camera is ok.. Phone is untimatly very nice at 15k go for it.. Best phone delivery is at time,1
5,Nice looking and best performance... Thanks honor and thanks also Flipkart,1
5,Now fast moment this mobile 8x very excelente phkne,0
4,The look is nice but the sound system is a little bit bad.,0
5,"BEST PRODUCT IN THIS PRICE RANGE. AFTER 5 MONTHS USE, HARD TO FIND A NEGATIVE POINT.",1
5,"The Looks, performance and features of this phone can compete with high ended premium phone.I am the member of Amazon from 2015. Till this today it gives me best service.",1
5,Pricing could be little lower compared to other current brands,1
5,Ai camera is awesome.. Sound quality also fabulaous battery life is moderate,0
4,Good midrange phone with awesome screen quality. Also purchased Honor Play(for a relative) after using this. Go right ahead to buy it.,0
